CODCURSO;CURSO;CURRICULO;CODIGO;DISCIPLINA;CODUA;UA;SEMESTRE;HORAS;CODPREREQUISITO;PREREQUISITO;ORDEM;OPERADOR
11104120;DESIGN - D;2001;1112196;PROJETO PROFISSIONAL;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1105281;SDI (PROJETO III);3;
11104120;DESIGN - D;2001;1112210;SDI (DESENHO A MAO LIVRE);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112207;SDI (DESIGN DE VESTUARIO);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112143;METODOLOGIA PARA PROJETO;1;
11104120;DESIGN - D;2001;1112217;SDI (DESIGN URBANO II);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112213;SDI(DESIGN URBANO);1;
11104120;DESIGN - D;2001;1112214;SDI (HIST?RIA DO VESTU?RIO OCIDENTAL);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112206;SDI (MATERIAIS EXPRESSIVOS & DESIGN);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112143;METODOLOGIA PARA PROJETO;1;
11104120;DESIGN - D;2001;1112209;SDI (RENDERING DIGITAL);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112154;COMPUTA??O APLICADA AO DESIGN;1;OU
11104120;DESIGN - D;2001;1112209;SDI (RENDERING DIGITAL);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112004;COMPUTA??O APL. AO DESIGN (SDI);2;
11104120;DESIGN - D;2001;1112211;SDI (SISTEMAS ESTRUTURAIS );11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112145;MODELOS TRIDIMENSIONAIS;1;
11104120;DESIGN - D;2001;1112212;SDI (SISTEM?TICA DO TCC/DESIGN);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112216;SDI(DESIGN NO CONTEXTO DE MERCADO);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112147;PROJETO DE PRODUTO I;1;
11104120;DESIGN - D;2001;1112213;SDI(DESIGN URBANO);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112204;SDI(DI:INDUSTRIA CULTURAL E CONSUMO);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112208;SDI(INTROD AO DESIGN DE INTERFACE NA WEB;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112205;SDI(SISTEMA CAE/CAD/CAM APL DES INDUST);11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112197;SEMINARIO DE DESIGN INDUSTRIAL - SDI;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112164;SEMINARIO DE DIREITOS HUMANOS;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1105127;SIST. CAD/CAE/CAM-APLIC. P.MEC;11050000;UNID. ACAD. DE ENGENHARIA MEC?NICA;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1305190;SOCIOLOGIA DO CONSUMO;13050000;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112177;T?CNICAS DE ILUSTRA??O;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112151;T?CNICAS DE REPRESENTA??O BIDIMENSIONAL;1;OU
11104120;DESIGN - D;2001;1112177;T?CNICAS DE ILUSTRA??O;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112114;EXPRESSAO BI (SDI);2;OU
11104120;DESIGN - D;2001;1112177;T?CNICAS DE ILUSTRA??O;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1105220;SDI (EXP. BIDIMENSIONAL);3;OU
11104120;DESIGN - D;2001;1112177;T?CNICAS DE ILUSTRA??O;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112097;TEC REPRES BIDIMENSIONAL;4;OU
11104120;DESIGN - D;2001;1112177;T?CNICAS DE ILUSTRA??O;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112080;T?CNICAS REPRES. BIDIMENSIONAL;5;
11104120;DESIGN - D;2001;1112199;",""TED(DES INDUSTRIAL,, DESENV. E SUSTENTAB)"",";11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1112198;TIPOGRAFIA CRIATIVA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112202;PERCEPCAO DA FORMA;1;OU
11104120;DESIGN - D;2001;1112198;TIPOGRAFIA CRIATIVA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112068;PERCEPCAO DA FORMA (SDI);2;OU
11104120;DESIGN - D;2001;1112198;TIPOGRAFIA CRIATIVA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1105252;SDI (PERCEPCAO DA FORMA);3;
11104120;DESIGN - D;2001;1112200;TRATAMENTO DE IMAGEM DIGITALIZADA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112154;COMPUTA??O APLICADA AO DESIGN;1;OU
11104120;DESIGN - D;2001;1112200;TRATAMENTO DE IMAGEM DIGITALIZADA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112004;COMPUTA??O APL. AO DESIGN (SDI);2;
11104120;DESIGN - D;2001;1304024;VOLEIBOL - MAS/FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
11104120;DESIGN - D;2001;1304012;VOLEIBOL - MASC/FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
11104120;DESIGN - D;2013;1112219;DESENHO I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1113019;EXPRESSAO GRAFICA;11130000;UNID. ACAD. DE ENGENHARIA DE PRODU??O;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1112221;EXPRESSAO TRIDIMENSIONAL I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1112220;HISTORIA DA ARTE E DO DESIGN;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1112222;MATERIAIS E PROCESSOS DE FABRICACAO I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1112218;PROJETO I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1112223;T?CNICAS DE APRESENTA??O DE PROJETO I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;1;NA;NA;;NA;
11104120;DESIGN - D;2013;1112225;DESENHO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112219;DESENHO I;1;OU
11104120;DESIGN - D;2013;1112225;DESENHO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112156;DESENHO DE OBSERVA??O;2;
11104120;DESIGN - D;2013;1113057;DESENHO T?CNICO;11130000;UNID. ACAD. DE ENGENHARIA DE PRODU??O;2;NA;1113019;EXPRESSAO GRAFICA;1;OU
11104120;DESIGN - D;2013;1113057;DESENHO T?CNICO;11130000;UNID. ACAD. DE ENGENHARIA DE PRODU??O;2;NA;1113008;GEOMETRIA DESCRITIVA;2;OU
11104120;DESIGN - D;2013;1113057;DESENHO T?CNICO;11130000;UNID. ACAD. DE ENGENHARIA DE PRODU??O;2;NA;1113007;GEOMETRIA DESCRITIVA;3;
11104120;DESIGN - D;2013;1112227;EXPRESSAO TRIDIMENSIONAL II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112221;EXPRESSAO TRIDIMENSIONAL I;1;OU
11104120;DESIGN - D;2013;1112227;EXPRESSAO TRIDIMENSIONAL II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112139;EXPRESSAO TRIDIMENSIONAL I;2;
11104120;DESIGN - D;2013;1112226;HISTORIA DO DESIGN INDUSTRIAL;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112220;HISTORIA DA ARTE E DO DESIGN;1;OU
11104120;DESIGN - D;2013;1112226;HISTORIA DO DESIGN INDUSTRIAL;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112140;HIST?RIA DA ARTE;2;
11104120;DESIGN - D;2013;1112228;MATERIAIS E PROCESSOS DE FABRICACAO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112222;MATERIAIS E PROCESSOS DE FABRICACAO I;1;OU
11104120;DESIGN - D;2013;1112228;MATERIAIS E PROCESSOS DE FABRICACAO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1105323;PROCESSOS DE FABRICA??O;2;
11104120;DESIGN - D;2013;1112224;PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112218;PROJETO I;1;OU
11104120;DESIGN - D;2013;1112224;PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;1112131;ESTAGIO SUP I - DESIGN VERNACULAR;2;
11104120;DESIGN - D;2013;1112229;REGISTRO E ANALISE DA IMAGEM;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;2;NA;NA;;NA;
11104120;DESIGN - D;2013;1112232;ANALISE DA FORMA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;NA;;NA;
11104120;DESIGN - D;2013;1112231;COMPUTACAO GRAFICA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112225;DESENHO II;1;OU
11104120;DESIGN - D;2013;1112231;COMPUTACAO GRAFICA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112151;T?CNICAS DE REPRESENTA??O BIDIMENSIONAL;2;
11104120;DESIGN - D;2013;1112235;METODOLOGIA DE PROJETO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;NA;;NA;
11104120;DESIGN - D;2013;1112234;MODELOS TRIDIMENSIONAIS;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112227;EXPRESSAO TRIDIMENSIONAL II;1;OU
11104120;DESIGN - D;2013;1112234;MODELOS TRIDIMENSIONAIS;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112157;EXPRESSAO TRIDIMENSIONAL II;2;
11104120;DESIGN - D;2013;1112230;PROJETO III;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112132;ESTAGIO SUP II - DESIGN & TECNOLOGIA;1;E
11104120;DESIGN - D;2013;1112230;PROJETO III;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112159;METODOLOGIA CIENT?FICA I;2;
11104120;DESIGN - D;2013;1112236;T?CNICAS DE APRESENTA??O DE PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112223;T?CNICAS DE APRESENTA??O DE PROJETO I;1;OU
11104120;DESIGN - D;2013;1112236;T?CNICAS DE APRESENTA??O DE PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112142;IMAGEM & TEXTO;2;E
11104120;DESIGN - D;2013;1112236;T?CNICAS DE APRESENTA??O DE PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112229;REGISTRO E ANALISE DA IMAGEM;3;OU
11104120;DESIGN - D;2013;1112236;T?CNICAS DE APRESENTA??O DE PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112173;FOTOGRAFIA DO PRODUTO;4;OU
11104120;DESIGN - D;2013;1112236;T?CNICAS DE APRESENTA??O DE PROJETO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;1112158;FOTOGRAFIA;5;
11104120;DESIGN - D;2013;1112233;TEORIA E PRATICA DA COR;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;3;NA;NA;;NA;
11104120;DESIGN - D;2013;1112238;DESENHO ASSISTIDO POR COMPUTADOR I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;1112231;COMPUTACAO GRAFICA;1;OU
11104120;DESIGN - D;2013;1112238;DESENHO ASSISTIDO POR COMPUTADOR I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;1112154;COMPUTA??O APLICADA AO DESIGN;2;
11104120;DESIGN - D;2013;1112241;ERGONOMIA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;NA;;NA;
11104120;DESIGN - D;2013;1112240;INTRODUCAO A SOCIOLOGIA E A ANTROPOLOGIA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;NA;;NA;
11104120;DESIGN - D;2013;1112242;METODOLOGIA CIENTIFICA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;NA;;NA;
11104120;DESIGN - D;2013;1112239;METODOLOGIA VISUAL;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;1112232;ANALISE DA FORMA;1;
11104120;DESIGN - D;2013;1112237;PROJETO IV;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;1112230;PROJETO III;1;OU
11104120;DESIGN - D;2013;1112237;PROJETO IV;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;4;NA;1112133;ESTAGIO SUP III - DESIGN ENTORNO LOCAL;2;
11104120;DESIGN - D;2013;1112244;DESENHO ASSISTIDO POR COMPUTADOR II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112238;DESENHO ASSISTIDO POR COMPUTADOR I;1;OU
11104120;DESIGN - D;2013;1112244;DESENHO ASSISTIDO POR COMPUTADOR II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112205;SDI(SISTEMA CAE/CAD/CAM APL DES INDUST);2;
11104120;DESIGN - D;2013;1112245;ESTETICA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;NA;;NA;
11104120;DESIGN - D;2013;1112248;INOVACAO EM DESIGN;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;NA;;NA;
11104120;DESIGN - D;2013;1112247;INTERA??O USUARIO-PRODUTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112241;ERGONOMIA;1;OU
11104120;DESIGN - D;2013;1112247;INTERA??O USUARIO-PRODUTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112130;ERGONOMIA & DESIGN;2;OU
11104120;DESIGN - D;2013;1112247;INTERA??O USUARIO-PRODUTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112179;AN?LISE ERG?NOMICA;3;OU
11104120;DESIGN - D;2013;1112247;INTERA??O USUARIO-PRODUTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112203;ERGONOMIA;4;
11104120;DESIGN - D;2013;1112243;PROJETO V;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112237;PROJETO IV;1;OU
11104120;DESIGN - D;2013;1112243;PROJETO V;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;1112147;PROJETO DE PRODUTO I;2;
11104120;DESIGN - D;2013;1112246;SEMIOTICA E SEMANTICA DO PRODUTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;5;NA;NA;;NA;
11104120;DESIGN - D;2013;1305411;CULTURA MATERIAL;13050000;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112250;DESENHO AVANCADO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112244;DESENHO ASSISTIDO POR COMPUTADOR II;1;OU
11104120;DESIGN - D;2013;1112250;DESENHO AVANCADO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112209;SDI (RENDERING DIGITAL);2;
11104120;DESIGN - D;2013;1112256;DESIGN E DESENVOLVIMENTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112255;DESIGN E ECOLOGIA;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112257;DESIGN E EMOCAO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112261;DESIGN ESTRATEGICO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112259;DESIGN URBANO I;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112260;DESIGN URBANO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112259;DESIGN URBANO I;1;OU
11104120;DESIGN - D;2013;1112260;DESIGN URBANO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112213;SDI(DESIGN URBANO);2;E
11104120;DESIGN - D;2013;1112260;DESIGN URBANO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112243;PROJETO V;3;OU
11104120;DESIGN - D;2013;1112260;DESIGN URBANO II;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112148;PROJETO DE PRODUTO II;4;
11104120;DESIGN - D;2013;1112252;EMPREENDEDORISMO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112263;GESTAO INTEGRADA DO DESIGN;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1304207;LIBRAS;13040000;UNID. ACAD. DE EDUCA??O;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112262;MARKETING APLICADO AO DESIGN;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112253;PROJETO DE TCC;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112243;PROJETO V;1;OU
11104120;DESIGN - D;2013;1112253;PROJETO DE TCC;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112148;PROJETO DE PRODUTO II;2;
11104120;DESIGN - D;2013;1112249;PROJETO VI;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112243;PROJETO V;1;OU
11104120;DESIGN - D;2013;1112249;PROJETO VI;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112148;PROJETO DE PRODUTO II;2;
11104120;DESIGN - D;2013;1112258;SEMANTICA E DESIGN;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;1112246;SEMIOTICA E SEMANTICA DO PRODUTO;1;
11104120;DESIGN - D;2013;1112251;TEORIAS DO DESIGN;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;6;NA;NA;;NA;
11104120;DESIGN - D;2013;1112264;ATIVIDADES COMPLEMENTARES FLEXIVEIS;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;7;NA;NA;;NA;
11104120;DESIGN - D;2013;1112254;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;7;NA;1112249;PROJETO VI;1;OU
11104120;DESIGN - D;2013;1112254;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;7;NA;1112147;PROJETO DE PRODUTO I;2;E
11104120;DESIGN - D;2013;1112254;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;7;NA;1112162;LEGISLACAO E NORMAS;3;OU
11104120;DESIGN - D;2013;1112254;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;7;NA;1112138;ESTAGIO SUP VIII - DESIGN NA EMPRESA;4;
11104120;DESIGN - D;2013;1112254;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;7;NA;1112189;INTRODUCAO AO TCC/DESIGN;4;E
11104120;DESIGN - D;2013;1112173;FOTOGRAFIA DO PRODUTO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;NA;;NA;
11104120;DESIGN - D;2013;1112166;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112249;PROJETO VI;1;OU
11104120;DESIGN - D;2013;1112166;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112149;PROJETO DE PRODUTO III;2;E
11104120;DESIGN - D;2013;1112166;TRABALHO DE CONCLUSAO DE CURSO;11120000;UNID. ACAD. DE DESENHO INDUSTRIAL;NA;NA;1112253;PROJETO DE TCC;3;
31350100;DIREITO - M;1982;3101218;CI?NCIA DA FINAN?AS E DIREITO FINANCEIRO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101201;INTROD. AO ESTUDO DO DIREITO;1;OU
31350100;DIREITO - M;1982;3101218;CI?NCIA DA FINAN?AS E DIREITO FINANCEIRO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101001;INT AO ESTUDO DO DIREITO;2;
31350100;DIREITO - M;1982;3101060;CRIMINOLOGIA;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101201;INTROD. AO ESTUDO DO DIREITO;1;
31350100;DIREITO - M;1982;3101071;DIR DA CRIANC E DO ADOLESCENTE;31010000;UNID. ACAD. DE DIREITO;NA;NA;NA;;NA;
31350100;DIREITO - M;1982;3101208;DIREITO ADMINISTRATIVO I;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101203;DIREITO CONSTITUCIONAL BRASILEIRO;1;E
31350100;DIREITO - M;1982;3101208;DIREITO ADMINISTRATIVO I;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101005;DIREITO CIVIL II;2;
31350100;DIREITO - M;1982;3101209;DIREITO ADMINISTRATIVO II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101208;DIREITO ADMINISTRATIVO I;1;OU
31350100;DIREITO - M;1982;3101209;DIREITO ADMINISTRATIVO II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101066;DIREITO ADMINISTRATIVO I;2;
31350100;DIREITO - M;1982;3101038;DIREITO AGRARIO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101009;DIREITO CIVIL VI;1;
31350100;DIREITO - M;1982;3101088;DIREITO CIVIL I;31010000;UNID. ACAD. DE DIREITO;NA;NA;NA;;NA;
31350100;DIREITO - M;1982;3101005;DIREITO CIVIL II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101004;DIREITO CIVIL I;1;
31350100;DIREITO - M;1982;3101089;DIREITO CIVIL III;31010000;UNID. ACAD. DE DIREITO;NA;NA;NA;;NA;
31350100;DIREITO - M;1982;3101007;DIREITO CIVIL IV;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101006;DIREITO CIVIL III;1;
31350100;DIREITO - M;1982;3101008;DIREITO CIVIL V;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101007;DIREITO CIVIL IV;1;
31350100;DIREITO - M;1982;3101009;DIREITO CIVIL VI;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101008;DIREITO CIVIL V;1;
31350100;DIREITO - M;1982;3101010;DIREITO CIVIL VII;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101008;DIREITO CIVIL V;1;
31350100;DIREITO - M;1982;3101011;DIREITO CIVIL VIII;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101008;DIREITO CIVIL V;1;
31350100;DIREITO - M;1982;3101016;DIREITO COMERCIAL I;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101004;DIREITO CIVIL I;1;
31350100;DIREITO - M;1982;3101017;DIREITO COMERCIAL II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101016;DIREITO COMERCIAL I;1;E
31350100;DIREITO - M;1982;3101017;DIREITO COMERCIAL II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101005;DIREITO CIVIL II;2;
31350100;DIREITO - M;1982;3101018;DIREITO COMERCIAL III;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101017;DIREITO COMERCIAL II;1;
31350100;DIREITO - M;1982;3101203;DIREITO CONSTITUCIONAL BRASILEIRO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101201;INTROD. AO ESTUDO DO DIREITO;1;E
31350100;DIREITO - M;1982;3101203;DIREITO CONSTITUCIONAL BRASILEIRO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101202;TEORIA GERAL DO ESTADO;2;
31350100;DIREITO - M;1982;3101216;DIREITO DO TRABALHO I;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101005;DIREITO CIVIL II;1;
31350100;DIREITO - M;1982;3101225;DIREITO ELEITORAL;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101203;DIREITO CONSTITUCIONAL BRASILEIRO;1;OU
31350100;DIREITO - M;1982;3101225;DIREITO ELEITORAL;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101003;DIREITO CONSTITUCIONAL BRASILEIRO;2;
31350100;DIREITO - M;1982;3101041;DIREITO INTERNACIONAL PRIVADO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101203;DIREITO CONSTITUCIONAL BRASILEIRO;1;
31350100;DIREITO - M;1982;3101224;DIREITO INTERNACIONAL PUBLICO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101203;DIREITO CONSTITUCIONAL BRASILEIRO;1;
31350100;DIREITO - M;1982;3101070;DIREITO M?DICO;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101205;DIREITO PENAL II;1;
31350100;DIREITO - M;1982;3101204;DIREITO PENAL I;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101201;INTROD. AO ESTUDO DO DIREITO;1;OU
31350100;DIREITO - M;1982;3101204;DIREITO PENAL I;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101001;INT AO ESTUDO DO DIREITO;2;
31350100;DIREITO - M;1982;3101205;DIREITO PENAL II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101204;DIREITO PENAL I;1;OU
31350100;DIREITO - M;1982;3101205;DIREITO PENAL II;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101012;DIREITO PENAL I;2;
31350100;DIREITO - M;1982;3101206;DIREITO PENAL III;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101205;DIREITO PENAL II;1;OU
31350100;DIREITO - M;1982;3101206;DIREITO PENAL III;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101013;DIREITO PENAL II;2;
31350100;DIREITO - M;1982;3101207;DIREITO PENAL IV;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101205;DIREITO PENAL II;1;OU
31350100;DIREITO - M;1982;3101207;DIREITO PENAL IV;31010000;UNID. ACAD. DE DIREITO;NA;NA;3101013;DIREITO PENAL II;2;
